Date,NAV,Scheme_Code
2015-09-11,11.5847,118663
2015-09-14,11.5329,118663
2015-09-15,11.6262,118663
2015-09-16,11.5829,118663
2015-09-18,11.7931,118663
2015-09-21,11.6843,118663
2015-09-22,11.6892,118663
2015-09-23,11.6362,118663
2015-09-24,11.8017,118663
2015-09-28,11.7603,118663
2015-09-29,11.6336,118663
2015-09-30,11.6451,118663
2015-10-01,11.551,118663
2015-10-05,11.6297,118663
2015-10-06,11.6817,118663
2015-10-07,11.7708,118663
2015-10-08,11.6928,118663
2015-10-09,11.744,118663
2015-10-12,11.8471,118663
2015-10-13,11.7714,118663
2015-10-14,11.9753,118663
2015-10-15,12.0819,118663
2015-10-16,12.0082,118663
2015-10-19,11.9559,118663
2015-10-20,11.9883,118663
2015-10-21,12.0074,118663
2015-10-23,11.9082,118663
2015-10-26,11.9223,118663
2015-10-27,11.9576,118663
2015-10-28,11.9743,118663
2015-10-29,12.0852,118663
2015-10-30,11.9443,118663
2015-11-02,11.8422,118663
2015-11-03,11.768,118663
2015-11-04,11.6852,118663
2015-11-05,11.6463,118663
2015-11-06,11.6119,118663
2015-11-09,11.742,118663
2015-11-10,11.5043,118663
2015-11-13,11.4097,118663
2015-11-16,11.4042,118663
2015-11-17,11.2765,118663
2015-11-18,11.2631,118663
2015-11-19,11.2473,118663
2015-11-20,11.3378,118663
2015-11-23,11.222,118663
2015-11-24,11.3085,118663
2015-11-26,11.2607,118663
2015-11-27,11.2306,118663
2015-11-30,11.1617,118663
2015-12-01,11.2633,118663
2015-12-02,11.2022,118663
2015-12-03,11.1262,118663
2015-12-04,11.2367,118663
2015-12-07,11.4485,118663
2015-12-08,11.2775,118663
2015-12-09,11.3089,118663
2015-12-10,11.248,118663
2015-12-11,11.3114,118663
2015-12-14,11.2389,118663
2015-12-15,11.2205,118663
2015-12-16,11.3621,118663
2015-12-17,11.2237,118663
2015-12-18,11.1735,118663
2015-12-21,11.2126,118663
2015-12-22,11.2478,118663
2015-12-23,11.2581,118663
2015-12-24,11.2265,118663
2015-12-28,11.1981,118663
2015-12-29,11.222,118663
2015-12-30,11.1907,118663
2015-12-31,11.1283,118663
2016-01-01,11.1343,118663
2016-01-04,11.219,118663
2016-01-05,11.36,118663
2016-01-06,11.4301,118663
2016-01-07,11.5039,118663
2016-01-08,11.4683,118663
2016-01-11,11.5556,118663
2016-01-12,11.526,118663
2016-01-13,11.355,118663
2016-01-14,11.5196,118663
2016-01-15,11.5223,118663
2016-01-18,11.5984,118663
2016-01-19,11.5486,118663
2016-01-20,11.6352,118663
2016-01-21,11.6365,118663
2016-01-22,11.6285,118663
2016-01-25,11.6805,118663
2016-01-27,11.828,118663
2016-01-28,11.9319,118663
2016-01-29,11.8276,118663
2016-02-01,11.9327,118663
2016-02-02,11.9564,118663
2016-02-03,12.0527,118663
2016-02-04,12.1121,118663
2016-02-05,12.1678,118663
2016-02-08,12.2936,118663
2016-02-09,12.533,118663
2016-02-10,12.345,118663
2016-02-11,12.6188,118663
2016-02-12,12.7705,118663
2016-02-15,12.4736,118663
2016-02-16,12.5723,118663
2016-02-17,12.6164,118663
2016-02-18,12.5657,118663
2016-02-19,12.7674,118663
2016-02-22,12.5526,118663
2016-02-23,12.6594,118663
2016-02-24,12.8165,118663
2016-02-25,12.9063,118663
2016-02-26,12.8738,118663
2016-02-29,12.9205,118663
2016-03-01,12.9343,118663
2016-03-02,12.8928,118663
2016-03-03,12.8817,118663
2016-03-04,12.9887,118663
2016-03-08,13.0352,118663
2016-03-09,12.9604,118663
2016-03-10,12.9144,118663
2016-03-11,12.9784,118663
2016-03-14,12.9716,118663
2016-03-15,13.0279,118663
2016-03-16,12.9091,118663
2016-03-17,12.9597,118663
2016-03-18,12.9647,118663
2016-03-21,12.9403,118663
2016-03-22,12.9048,118663
2016-03-23,12.8732,118663
2016-03-28,12.6555,118663
2016-03-29,12.5405,118663
2016-03-30,12.6249,118663
2016-03-31,12.589,118663
2016-04-01,12.6969,118663
2016-04-04,12.7016,118663
2016-04-05,12.7345,118663
2016-04-06,12.7457,118663
2016-04-07,12.8399,118663
2016-04-08,12.9191,118663
2016-04-11,12.935,118663
2016-04-12,13.0069,118663
2016-04-13,12.9267,118663
2016-04-18,12.9162,118663
2016-04-20,12.9616,118663
2016-04-21,13.025,118663
2016-04-22,12.9568,118663
2016-04-25,12.9092,118663
2016-04-26,12.8889,118663
2016-04-27,12.9557,118663
2016-04-28,13.0511,118663
2016-04-29,13.2029,118663
2016-05-02,13.3602,118663
2016-05-03,13.3316,118663
2016-05-04,13.2125,118663
2016-05-05,13.1694,118663
2016-05-06,13.3163,118663
2016-05-09,13.4612,118663
2016-05-10,13.3933,118663
2016-05-11,13.3345,118663
2016-05-12,13.2433,118663
2016-05-13,13.2637,118663
2016-05-16,13.3068,118663
2016-05-17,13.3677,118663
2016-05-18,13.2727,118663
2016-05-19,13.1593,118663
2016-05-20,13.1908,118663
2016-05-23,13.0998,118663
2016-05-24,13.0153,118663
2016-05-25,12.7675,118663
2016-05-26,12.7369,118663
2016-05-27,12.7079,118663
2016-05-30,12.6435,118663
2016-05-31,12.6846,118663
2016-06-01,12.7423,118663
2016-06-02,12.7387,118663
2016-06-03,12.7705,118663
2016-06-06,12.9154,118663
2016-06-07,12.8866,118663
2016-06-08,12.8938,118663
2016-06-09,12.8849,118663
2016-06-10,13.0061,118663
2016-06-13,13.0981,118663
2016-06-14,13.1185,118663
2016-06-15,13.0837,118663
2016-06-16,13.2705,118663
2016-06-17,13.0877,118663
2016-06-20,13.1569,118663
2016-06-21,13.1106,118663
2016-06-22,12.9943,118663
2016-06-23,13.0484,118663
2016-06-24,13.4439,118663
2016-06-27,13.5535,118663
2016-06-28,13.4442,118663
2016-06-29,13.4149,118663
2016-06-30,13.4622,118663
2016-07-01,13.5871,118663
2016-07-04,13.6553,118663
2016-07-05,13.6044,118663
2016-07-07,13.8462,118663
2016-07-08,13.8146,118663
2016-07-11,13.8163,118663
2016-07-12,13.8336,118663
2016-07-13,13.7322,118663
2016-07-14,13.6634,118663
2016-07-15,13.6354,118663
2016-07-18,13.7133,118663
2016-07-19,13.6299,118663
2016-07-20,13.6325,118663
2016-07-21,13.5921,118663
2016-07-22,13.6254,118663
2016-07-25,13.6237,118663
2016-07-26,13.6585,118663
2016-07-27,13.6601,118663
2016-07-28,13.7392,118663
2016-07-29,13.736,118663
2016-08-01,13.8655,118663
2016-08-02,13.8803,118663
2016-08-03,13.8863,118663
2016-08-04,13.7609,118663
2016-08-05,13.8148,118663
2016-08-08,13.5451,118663
2016-08-09,13.627,118663
2016-08-10,13.765,118663
2016-08-11,13.7511,118663
2016-08-12,13.7558,118663
2016-08-16,13.8227,118663
2016-08-17,13.8177,118663
2016-08-18,13.8335,118663
2016-08-19,13.8696,118663
2016-08-22,13.9186,118663
2016-08-23,13.8667,118663
2016-08-24,13.8541,118663
2016-08-25,13.7184,118663
2016-08-26,13.6965,118663
2016-08-29,13.6248,118663
2016-08-30,13.6773,118663
2016-08-31,13.63,118663
2016-09-01,13.5896,118663
2016-09-02,13.6145,118663
2016-09-06,13.6675,118663
2016-09-07,13.7964,118663
2016-09-08,13.7944,118663
2016-09-09,13.7281,118663
2016-09-12,13.7852,118663
2016-09-14,13.7809,118663
2016-09-15,13.7154,118663
2016-09-16,13.7601,118663
2016-09-19,13.7538,118663
2016-09-20,13.7402,118663
2016-09-21,13.8287,118663
2016-09-22,13.8909,118663
2016-09-23,13.9231,118663
2016-09-26,13.8269,118663
2016-09-27,13.8113,118663
2016-09-28,13.7532,118663
2016-09-29,13.8415,118663
2016-09-30,13.9598,118663
2016-10-03,13.839,118663
2016-10-04,13.7967,118663
2016-10-05,13.8157,118663
2016-10-06,13.6983,118663
2016-10-07,13.4631,118663
2016-10-10,13.6309,118663
2016-10-13,13.5641,118663
2016-10-14,13.5899,118663
2016-10-17,13.3844,118663
2016-10-18,13.3944,118663
2016-10-19,13.4365,118663
2016-10-20,13.4144,118663
2016-10-21,13.3838,118663
2016-10-24,13.3109,118663
2016-10-25,13.4789,118663
2016-10-26,13.6724,118663
2016-10-27,13.6587,118663
2016-10-28,13.5484,118663
2016-11-01,13.7557,118663
2016-11-02,13.6628,118663
2016-11-03,13.7082,118663
2016-11-04,13.781,118663
2016-11-07,13.449,118663
2016-11-08,13.4874,118663
2016-11-09,13.6979,118663
2016-11-10,13.6358,118663
2016-11-11,13.4071,118663
2016-11-15,13.3433,118663
2016-11-16,13.3258,118663
2016-11-17,13.167,118663
2016-11-18,12.8908,118663
2016-11-21,12.9495,118663
2016-11-22,13.0009,118663
2016-11-23,13.0154,118663
2016-11-24,12.9746,118663
2016-11-25,12.8227,118663
2016-11-28,12.9277,118663
2016-11-29,12.92,118663
2016-11-30,12.8778,118663
2016-12-01,12.7351,118663
2016-12-02,12.6273,118663
2016-12-05,12.5757,118663
2016-12-06,12.6151,118663
2016-12-07,12.5694,118663
2016-12-08,12.6102,118663
2016-12-09,12.5266,118663
2016-12-12,12.4908,118663
2016-12-13,12.4509,118663
2016-12-14,12.4249,118663
2016-12-15,12.3132,118663
2016-12-16,12.174,118663
2016-12-19,12.212,118663
2016-12-20,12.1829,118663
2016-12-21,12.1773,118663
2016-12-22,12.1099,118663
2016-12-23,12.1031,118663
2016-12-26,12.1692,118663
2016-12-27,12.2907,118663
2016-12-28,12.3961,118663
2016-12-29,12.3949,118663
2016-12-30,12.4816,118663
2017-01-02,12.4513,118663
2017-01-03,12.3923,118663
2017-01-04,12.5716,118663
2017-01-05,12.6443,118663
2017-01-06,12.6451,118663
2017-01-09,12.6745,118663
2017-01-10,12.7245,118663
2017-01-11,12.8159,118663
2017-01-12,12.9014,118663
2017-01-13,12.8708,118663
2017-01-16,12.9393,118663
2017-01-17,13.0398,118663
2017-01-18,13.068,118663
2017-01-19,12.9743,118663
2017-01-20,12.9863,118663
2017-01-23,12.9749,118663
2017-01-24,12.9739,118663
2017-01-25,12.9051,118663
2017-01-27,12.7561,118663
2017-01-30,12.6854,118663
2017-01-31,12.8005,118663
2017-02-01,12.8618,118663
2017-02-02,12.9159,118663
2017-02-03,12.8669,118663
2017-02-06,12.912,118663
2017-02-07,13.0796,118663
2017-02-08,13.109,118663
2017-02-09,13.0577,118663
2017-02-10,12.9087,118663
2017-02-13,12.8724,118663
2017-02-14,12.9344,118663
2017-02-15,12.8858,118663
2017-02-16,12.9828,118663
2017-02-17,13.0706,118663
2017-02-20,13.0269,118663
2017-02-21,12.9376,118663
2017-02-22,13.0764,118663
2017-02-23,13.0713,118663
2017-02-27,13.174,118663
2017-02-28,13.1466,118663
2017-03-01,13.1031,118663
2017-03-02,13.0714,118663
2017-03-03,12.9507,118663
2017-03-06,13.008,118663
2017-03-07,12.9228,118663
2017-03-08,12.7915,118663
2017-03-09,12.7688,118663
2017-03-10,12.7039,118663
2017-03-14,12.6286,118663
2017-03-15,12.4677,118663
2017-03-16,12.6303,118663
2017-03-17,12.6435,118663
2017-03-20,12.6727,118663
2017-03-21,12.6782,118663
2017-03-22,12.8179,118663
2017-03-23,12.8349,118663
2017-03-24,12.8118,118663
2017-03-27,12.856,118663
2017-03-28,12.8097,118663
2017-03-29,12.7882,118663
2017-03-30,12.779,118663
2017-03-31,12.7098,118663
2017-04-03,12.6873,118663
2017-04-05,12.8277,118663
2017-04-06,12.838,118663
2017-04-07,12.8971,118663
2017-04-10,12.7491,118663
2017-04-11,12.7733,118663
2017-04-12,12.9384,118663
2017-04-13,13.0252,118663
2017-04-17,13.0374,118663
2017-04-18,13.0325,118663
2017-04-19,12.9776,118663
2017-04-20,12.979,118663
2017-04-21,13.02,118663
2017-04-24,12.9131,118663
2017-04-25,12.8855,118663
2017-04-26,12.811,118663
2017-04-27,12.8078,118663
2017-04-28,12.8431,118663
2017-05-02,12.7325,118663
2017-05-03,12.6994,118663
2017-05-04,12.5505,118663
2017-05-05,12.6086,118663
2017-05-08,12.5092,118663
2017-05-09,12.5019,118663
2017-05-10,12.4867,118663
2017-05-11,12.4111,118663
2017-05-12,12.4288,118663
2017-05-15,12.4432,118663
2017-05-16,12.4585,118663
2017-05-17,12.5463,118663
2017-05-18,12.8027,118663
2017-05-19,12.7555,118663
2017-05-22,12.7355,118663
2017-05-23,12.8328,118663
2017-05-24,12.7614,118663
2017-05-25,12.7009,118663
2017-05-26,12.7943,118663
2017-05-29,12.7881,118663
2017-05-30,12.7868,118663
2017-05-31,12.7338,118663
2017-06-01,12.7859,118663
2017-06-02,12.7315,118663
2017-06-05,12.9047,118663
2017-06-06,12.9711,118663
2017-06-07,12.9504,118663
2017-06-08,12.9163,118663
2017-06-09,12.8172,118663
2017-06-12,12.7951,118663
2017-06-13,12.7528,118663
2017-06-14,12.747,118663
2017-06-15,12.7248,118663
2017-06-16,12.6953,118663
2017-06-19,12.6513,118663
2017-06-20,12.6343,118663
2017-06-21,12.6763,118663
2017-06-22,12.694,118663
2017-06-23,12.7029,118663
2017-06-27,12.6795,118663
2017-06-28,12.6389,118663
2017-06-29,12.5632,118663
2017-06-30,12.5306,118663
2017-07-03,12.4867,118663
2017-07-04,12.3703,118663
2017-07-05,12.3581,118663
2017-07-06,12.3882,118663
2017-07-07,12.3456,118663
2017-07-10,12.2042,118663
2017-07-11,12.2312,118663
2017-07-12,12.2576,118663
2017-07-13,12.2635,118663
2017-07-14,12.2433,118663
2017-07-17,12.3369,118663
2017-07-18,12.3764,118663
2017-07-19,12.4004,118663
2017-07-20,12.3856,118663
2017-07-21,12.4534,118663
2017-07-24,12.5357,118663
2017-07-25,12.4846,118663
2017-07-26,12.4302,118663
2017-07-27,12.5313,118663
2017-07-28,12.4736,118663
2017-07-31,12.5004,118663
2017-08-01,12.4746,118663
2017-08-02,12.4515,118663
2017-08-03,12.4205,118663
2017-08-04,12.5489,118663
2017-08-07,12.4241,118663
2017-08-08,12.4406,118663
2017-08-09,12.53,118663
2017-08-10,12.6235,118663
2017-08-11,12.7474,118663
2017-08-14,12.6571,118663
2017-08-16,12.5349,118663
2017-08-17,12.7116,118663
2017-08-18,12.754,118663
2017-08-21,12.6474,118663
2017-08-22,12.6243,118663
2017-08-23,12.6373,118663
2017-08-24,12.6446,118663
2017-08-28,12.7834,118663
2017-08-29,13.0437,118663
2017-08-30,12.9453,118663
2017-08-31,12.897,118663
2017-09-01,13.0392,118663
2017-09-04,13.1897,118663
2017-09-05,13.1505,118663
2017-09-06,13.2642,118663
2017-09-07,13.2097,118663
2017-09-08,13.2811,118663
2017-09-11,13.1692,118663
2017-09-12,13.1018,118663
2017-09-13,13.1616,118663
2017-09-14,13.079,118663
2017-09-15,13.1193,118663
2017-09-18,13.0099,118663
2017-09-19,12.9985,118663
2017-09-20,13.0539,118663
2017-09-21,12.9834,118663
2017-09-22,12.9914,118663
2017-09-25,13.0097,118663
2017-09-26,13.155,118663
2017-09-27,13.0633,118663
2017-09-28,12.9906,118663
2017-09-29,12.963,118663
2017-10-03,12.9245,118663
2017-10-04,12.8995,118663
2017-10-05,12.8727,118663
2017-10-06,12.8395,118663
2017-10-09,12.9776,118663
2017-10-10,13.0118,118663
2017-10-11,13.0499,118663
2017-10-12,13.1028,118663
2017-10-13,13.1101,118663
2017-10-16,13.0749,118663
2017-10-17,13.0247,118663
2017-10-18,12.9337,118663
2017-10-23,12.9097,118663
2017-10-24,12.8913,118663
2017-10-25,12.8674,118663
2017-10-26,12.8498,118663
2017-10-27,12.7743,118663
2017-10-30,12.7754,118663
2017-10-31,12.8202,118663
2017-11-01,12.8027,118663
2017-11-02,12.7754,118663
2017-11-03,12.7713,118663
2017-11-06,12.7125,118663
2017-11-07,12.8293,118663
2017-11-08,12.8419,118663
2017-11-09,12.8518,118663
2017-11-10,12.8968,118663
2017-11-13,12.8861,118663
2017-11-14,12.8491,118663
2017-11-15,12.9195,118663
2017-11-16,12.8399,118663
2017-11-17,12.8652,118663
2017-11-20,12.9681,118663
2017-11-21,12.856,118663
2017-11-22,12.8631,118663
2017-11-23,12.8823,118663
2017-11-24,12.8993,118663
2017-11-27,12.8795,118663
2017-11-28,12.8741,118663
2017-11-29,12.8826,118663
2017-11-30,12.7855,118663
2017-12-01,12.7592,118663
2017-12-04,12.6968,118663
2017-12-05,12.7238,118663
2017-12-06,12.6666,118663
2017-12-07,12.5853,118663
2017-12-08,12.4598,118663
2017-12-11,12.4663,118663
2017-12-12,12.4626,118663
2017-12-13,12.4125,118663
2017-12-14,12.5151,118663
2017-12-15,12.4657,118663
2017-12-18,12.46,118663
2017-12-19,12.5032,118663
2017-12-20,12.5122,118663
2017-12-21,12.5192,118663
2017-12-22,12.5386,118663
2017-12-26,12.6398,118663
2017-12-27,12.7189,118663
2017-12-28,12.8195,118663
2017-12-29,12.7688,118663
2018-01-01,12.8504,118663
2018-01-02,12.8628,118663
2018-01-03,12.8635,118663
2018-01-04,12.8316,118663
2018-01-05,12.8523,118663
2018-01-08,12.8673,118663
2018-01-09,12.9006,118663
2018-01-10,12.8913,118663
2018-01-11,12.9391,118663
2018-01-12,13.019,118663
2018-01-15,13.1,118663
2018-01-16,13.15,118663
2018-01-17,13.1319,118663
2018-01-18,13.0416,118663
2018-01-19,13.0989,118663
2018-01-22,13.0765,118663
2018-01-23,13.1226,118663
2018-01-24,13.19,118663
2018-01-25,13.2867,118663
2018-01-29,13.1955,118663
2018-01-30,13.1965,118663
2018-01-31,13.168,118663
2018-02-01,13.194,118663
2018-02-02,13.2974,118663
2018-02-05,13.2143,118663
2018-02-06,13.3025,118663
2018-02-07,13.1735,118663
2018-02-08,13.0194,118663
2018-02-09,13.0962,118663
2018-02-12,13.1246,118663
2018-02-14,13.1881,118663
2018-02-15,13.354,118663
2018-02-16,13.4325,118663
2018-02-19,13.4006,118663
2018-02-20,13.3688,118663
2018-02-21,13.2773,118663
2018-02-22,13.2665,118663
2018-02-23,13.2774,118663
2018-02-26,13.3486,118663
2018-02-27,13.3349,118663
2018-02-28,13.2711,118663
2018-03-01,13.214,118663
2018-03-05,13.3184,118663
2018-03-06,13.2693,118663
2018-03-07,13.3381,118663
2018-03-08,13.2929,118663
2018-03-09,13.2463,118663
2018-03-12,13.2221,118663
2018-03-13,13.1995,118663
2018-03-14,13.25,118663
2018-03-15,13.2227,118663
2018-03-16,13.2039,118663
2018-03-19,13.1407,118663
2018-03-20,13.2001,118663
2018-03-21,13.2078,118663
2018-03-22,13.2939,118663
2018-03-23,13.3785,118663
2018-03-26,13.3876,118663
2018-03-27,13.4102,118663
2018-03-28,13.3457,118663
2018-04-02,13.3427,118663
2018-04-03,13.3729,118663
2018-04-04,13.4738,118663
2018-04-05,13.284,118663
2018-04-06,13.2351,118663
2018-04-09,13.3049,118663
2018-04-10,13.3791,118663
2018-04-11,13.4944,118663
2018-04-12,13.5398,118663
2018-04-13,13.4627,118663
2018-04-16,13.5973,118663
2018-04-17,13.6161,118663
2018-04-18,13.6912,118663
2018-04-19,13.6599,118663
2018-04-20,13.6312,118663
2018-04-23,13.6145,118663
2018-04-24,13.5629,118663
2018-04-25,13.6225,118663
2018-04-26,13.5865,118663
2018-04-27,13.56,118663
2018-04-30,13.4859,118663
2018-05-02,13.4642,118663
2018-05-03,13.4462,118663
2018-05-04,13.486,118663
2018-05-07,13.5648,118663
2018-05-08,13.5048,118663
2018-05-09,13.5322,118663
2018-05-10,13.6736,118663
2018-05-11,13.6898,118663
2018-05-14,13.6913,118663
2018-05-15,13.6414,118663
2018-05-16,13.4463,118663
2018-05-17,13.3937,118663
2018-05-18,13.4631,118663
2018-05-21,13.4183,118663
2018-05-22,13.4969,118663
2018-05-23,13.5498,118663
2018-05-24,13.562,118663
2018-05-25,13.5138,118663
2018-05-28,13.4223,118663
2018-05-29,13.5623,118663
2018-05-30,13.4816,118663
2018-05-31,13.5002,118663
2018-06-01,13.4339,118663
2018-06-04,13.3766,118663
2018-06-05,13.3285,118663
2018-06-06,13.3326,118663
2018-06-07,13.3832,118663
2018-06-08,13.47,118663
2018-06-11,13.3973,118663
2018-06-12,13.3815,118663
2018-06-13,13.4036,118663
2018-06-14,13.473,118663
2018-06-15,13.4844,118663
2018-06-18,13.3396,118663
2018-06-19,13.3873,118663
2018-06-20,13.3154,118663
2018-06-21,13.2291,118663
2018-06-22,13.2314,118663
2018-06-25,13.2842,118663
2018-06-26,13.1948,118663
2018-06-27,13.2722,118663
2018-06-28,13.2447,118663
2018-06-29,13.1829,118663
2018-07-02,13.1895,118663
2018-07-03,13.2169,118663
2018-07-04,13.2416,118663
2018-07-05,13.2436,118663
2018-07-06,13.2778,118663
2018-07-09,13.2922,118663
2018-07-10,13.2341,118663
2018-07-11,13.2219,118663
2018-07-12,13.0983,118663
2018-07-13,13.0525,118663
2018-07-16,13.1193,118663
2018-07-17,13.0535,118663
2018-07-18,12.9086,118663
2018-07-19,12.9252,118663
2018-07-20,12.9443,118663
2018-07-23,13.0345,118663
2018-07-24,12.9875,118663
2018-07-25,12.9969,118663
2018-07-26,12.9556,118663
2018-07-27,12.8946,118663
2018-07-30,12.9251,118663
2018-07-31,12.8767,118663
2018-08-01,12.8849,118663
2018-08-02,12.8497,118663
2018-08-03,12.7974,118663
2018-08-06,12.8062,118663
2018-08-07,12.8182,118663
2018-08-08,12.7988,118663
2018-08-09,12.7924,118663
2018-08-10,12.8125,118663
2018-08-13,12.905,118663
2018-08-14,12.8447,118663
2018-08-16,12.7712,118663
2018-08-17,12.7336,118663
2018-08-20,12.7358,118663
2018-08-21,12.8163,118663
2018-08-23,12.8009,118663
2018-08-24,12.8345,118663
2018-08-27,12.9646,118663
2018-08-28,13.087,118663
2018-08-29,13.0691,118663
2018-08-30,13.1083,118663
2018-08-31,13.1392,118663
2018-09-03,13.059,118663
2018-09-04,13.0841,118663
2018-09-05,13.1106,118663
2018-09-06,13.2351,118663
2018-09-07,13.1608,118663
2018-09-10,13.2053,118663
2018-09-11,13.2608,118663
2018-09-12,13.2528,118663
2018-09-14,13.2065,118663
2018-09-17,13.2701,118663
2018-09-18,13.3418,118663
2018-09-19,13.3585,118663
2018-09-21,13.3098,118663
2018-09-24,13.2835,118663
2018-09-25,13.2855,118663
2018-09-26,13.2605,118663
2018-09-27,13.2371,118663
2018-09-28,13.1301,118663
2018-10-01,13.1963,118663
2018-10-03,13.591,118663
2018-10-04,13.4916,118663
2018-10-05,13.5371,118663
2018-10-08,13.4667,118663
2018-10-09,13.4306,118663
2018-10-10,13.4612,118663
2018-10-11,13.5791,118663
2018-10-12,13.6635,118663
2018-10-15,13.8378,118663
2018-10-16,13.7374,118663
2018-10-17,13.7649,118663
2018-10-19,13.8681,118663
2018-10-22,13.768,118663
2018-10-23,13.8326,118663
2018-10-24,13.7645,118663
2018-10-25,13.7735,118663
2018-10-26,13.8379,118663
2018-10-29,13.7645,118663
2018-10-30,13.7116,118663
2018-10-31,13.7743,118663
2018-11-01,13.8038,118663
2018-11-02,13.6941,118663
2018-11-05,13.8085,118663
2018-11-06,13.7486,118663
2018-11-09,13.5982,118663
2018-11-12,13.4509,118663
2018-11-13,13.4441,118663
2018-11-14,13.4489,118663
2018-11-15,13.4076,118663
2018-11-16,13.3574,118663
2018-11-19,13.3678,118663
2018-11-20,13.3668,118663
2018-11-21,13.3583,118663
2018-11-22,13.3527,118663
2018-11-26,13.2511,118663
2018-11-27,13.2293,118663
2018-11-28,13.1138,118663
2018-11-29,13.1625,118663
2018-11-30,13.1016,118663
2018-12-03,13.2364,118663
2018-12-04,13.3733,118663
2018-12-05,13.2967,118663
2018-12-06,13.4154,118663
2018-12-07,13.3642,118663
2018-12-10,13.6432,118663
2018-12-11,13.6825,118663
2018-12-12,13.6163,118663
2018-12-13,13.5617,118663
2018-12-14,13.5291,118663
2018-12-17,13.5077,118663
2018-12-18,13.4567,118663
2018-12-19,13.3871,118663
2018-12-20,13.3925,118663
2018-12-21,13.4634,118663
2018-12-24,13.5327,118663
2018-12-26,13.5853,118663
2018-12-27,13.6144,118663
2018-12-28,13.6645,118663
2018-12-31,13.6023,118663
2019-01-01,13.6784,118663
2019-01-02,13.7317,118663
2019-01-03,13.8194,118663
2019-01-04,13.7361,118663
2019-01-07,13.7006,118663
2019-01-08,13.6713,118663
2019-01-09,13.7545,118663
2019-01-10,13.8722,118663
2019-01-11,13.8506,118663
2019-01-14,13.8874,118663
2019-01-15,13.8927,118663
2019-01-16,13.9375,118663
2019-01-17,13.9858,118663
2019-01-18,13.9058,118663
2019-01-21,13.874,118663
2019-01-22,13.9441,118663
2019-01-23,13.9463,118663
2019-01-24,13.8759,118663
2019-01-25,13.9162,118663
2019-01-28,14.068,118663
2019-01-29,14.1575,118663
2019-01-30,14.191,118663
2019-01-31,14.2457,118663
2019-02-01,14.3034,118663
2019-02-04,14.3024,118663
2019-02-05,14.3216,118663
2019-02-06,14.386,118663
2019-02-07,14.2187,118663
2019-02-08,14.18,118663
2019-02-11,14.2221,118663
2019-02-12,14.1759,118663
2019-02-13,14.1482,118663
2019-02-14,14.1758,118663
2019-02-15,14.3026,118663
2019-02-18,14.4132,118663
2019-02-19,14.4502,118663
2019-02-20,14.5225,118663
2019-02-21,14.4088,118663
2019-02-22,14.3209,118663
2019-02-25,14.3519,118663
2019-02-26,14.3361,118663
2019-02-27,14.365,118663
2019-02-28,14.3196,118663
2019-03-01,14.1119,118663
2019-03-05,13.8213,118663
2019-03-06,13.8434,118663
2019-03-07,13.748,118663
2019-03-08,13.8179,118663
2019-03-11,13.834,118663
2019-03-12,13.7644,118663
2019-03-13,13.8795,118663
2019-03-14,13.7649,118663
2019-03-15,13.7597,118663
2019-03-18,13.6457,118663
2019-03-19,13.7576,118663
2019-03-20,13.6545,118663
2019-03-22,13.7797,118663
2019-03-25,13.7808,118663
2019-03-26,13.7577,118663
2019-03-27,13.7752,118663
2019-03-28,13.7118,118663
2019-03-29,13.6287,118663
2019-04-01,13.6347,118663
2019-04-02,13.5879,118663
2019-04-03,13.5331,118663
2019-04-04,13.609,118663
2019-04-05,13.6068,118663
2019-04-08,13.7341,118663
2019-04-09,13.7135,118663
2019-04-10,13.7251,118663
2019-04-11,13.6948,118663
2019-04-12,13.6742,118663
2019-04-15,13.5992,118663
2019-04-16,13.6089,118663
2019-04-18,13.5559,118663
2019-04-22,13.5898,118663
2019-04-23,13.5733,118663
2019-04-24,13.5687,118663
2019-04-25,13.6839,118663
2019-04-26,13.6654,118663
2019-04-30,13.6634,118663
2019-05-02,13.498,118663
2019-05-03,13.4832,118663
2019-05-06,13.593,118663
2019-05-07,13.6003,118663
2019-05-08,13.6199,118663
2019-05-09,13.6451,118663
2019-05-10,13.6424,118663
2019-05-13,13.7161,118663
2019-05-14,13.858,118663
2019-05-15,13.8663,118663
2019-05-16,13.7674,118663
2019-05-17,13.7174,118663
2019-05-20,13.538,118663
2019-05-21,13.5523,118663
2019-05-22,13.538,118663
2019-05-23,13.5962,118663
2019-05-24,13.5853,118663
2019-05-27,13.6354,118663
2019-05-28,13.6379,118663
2019-05-29,13.6869,118663
2019-05-30,13.6082,118663
2019-05-31,13.7742,118663
2019-06-03,13.8482,118663
2019-06-04,13.9016,118663
2019-06-06,14.0506,118663
2019-06-07,14.0288,118663
2019-06-10,13.9749,118663
2019-06-11,13.8804,118663
2019-06-12,13.969,118663
2019-06-13,13.9899,118663
2019-06-14,14.1918,118663
2019-06-17,14.044,118663
2019-06-18,14.0975,118663
2019-06-19,14.0827,118663
2019-06-20,14.4424,118663
2019-06-21,14.4453,118663
2019-06-24,14.5628,118663
2019-06-25,14.7619,118663
2019-06-26,14.4856,118663
2019-06-27,14.4545,118663
2019-06-28,14.5496,118663
2019-07-01,14.3588,118663
2019-07-02,14.3792,118663
2019-07-03,14.6325,118663
2019-07-04,14.5328,118663
2019-07-05,14.6788,118663
2019-07-08,14.7018,118663
